cfips,first_day_of_month,row_id,diff_abs,diff,diff_1_2,mb_dens_shift1,mb_dens_shift2,mb_dens_shift3,mb_dens_shift4,mb_dens_shift5,cfips_amount,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,rolling_lag_mean_t3_shift2,rolling_lag_mean_t6_shift2,rolling_lag_mean_t3_shift3,rolling_lag_mean_t6_shift3,rolling_lag_std_t3_shift2,rolling_lag_std_t6_shift2,rolling_lag_std_t3_shift3,rolling_lag_std_t6_shift3,target,shift_target,microbusiness_density
1001,2022-07-01,1001_2022-07-01,0.05854386470588235,-0.15886189999999978,-2.7135533466760986,3.349939963621472,3.3455468713225702,3.341732027996585,3.3376765416723173,3.3344314,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3416518136638245,3.3237457901652454,3.337946656556301,3.2996460616114844,0.003935777935262665,0.02543936399341831,0.0036578017748960063,0.05358154913038106,0.026278272845033923,3.349939963621472,3.4379706
1003,2022-07-01,1003_2022-07-01,0.114693005882353,0.1020436000000009,0.8897107475295635,7.882238284932586,7.863989229928303,7.850405474227255,7.836774434419595,7.8232999,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.850389712858385,7.839645973095859,7.836826602882283,7.845747284774475,0.013607404600475024,0.06393475792480491,0.013552862417545821,0.06831889350244731,0.08769401407069055,7.882238284932586,8.5734634
1005,2022-07-01,1005_2022-07-01,0.04345150823529414,0.03989229999999999,0.9180878091498991,1.2082039533800828,1.2078316202722978,1.207472760184122,1.2071680267996583,1.2068269,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2074908024186926,1.1946363512093463,1.20715589566126,1.1853127311639633,0.00033216444107992473,0.022520742704416896,0.00032310094051512123,0.02708314560991037,0.0072189356734981835,1.2082039533800828,1.2169259
1007,2022-07-01,1007_2022-07-01,0.015239847058823516,0.022393899999999967,1.4694307569861353,1.2384923760353224,1.2379924139981722,1.2375472239435747,1.237128826041679,1.2366498,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.237556154661142,1.228792427330571,1.2371086166617513,1.2277378583308756,0.0004318632397942376,0.013323348432607435,0.00044905316817896987,0.012684615025216282,0.07113126061113939,1.2384923760353224,1.3265879
1009,2022-07-01,1009_2022-07-01,0.01887687647058825,-0.07676329999999987,-4.066525525004282,1.7806151619260229,1.7798151533560436,1.7791807568743465,1.7785622322049288,1.7777077,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7791860474784398,1.770033107072553,1.778483563026425,1.7623884815132123,0.000626477330512867,0.013627981297758258,0.0007396727442250366,0.01889157165001812,0.028735764565001043,1.7806151619260229,1.8317825
1011,2022-07-01,1011_2022-07-01,0.0353279552941177,0.061576369999999936,1.7429927514161214,0.8750203806037433,0.8748085464004929,0.8746045850750049,0.8743282233262223,0.87408155,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8745804516005734,0.8640011974669534,0.8743381194670757,0.8516152030668711,0.00024106924805277977,0.016587938451262437,0.0002616579305517955,0.029569805776276832,0.0857903439282881,0.8750203806037433,0.95008868
1013,2022-07-01,1013_2022-07-01,0.04868677764705883,-0.9757367,-20.04110247495388,1.945458880189881,1.944637130850792,1.944309487275683,1.9441451999883343,1.944535,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.944363939371603,1.9456228530191348,1.9443298957546722,1.9467622312106696,0.00025044513650822233,0.0185054306531399,0.00019569974901142656,0.01864254797012964,0.04983683839190478,1.945458880189881,2.0424144
1015,2022-07-01,1015_2022-07-01,0.02131259999999993,0.1784401,8.372516727194268,2.725358431847972,2.7207555457600563,2.716041139737178,2.711296813822485,2.7067165,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7160311664399064,2.708769633219953,2.711351484519888,2.7025256089266105,0.0047293738556894,0.009074651734589862,0.004662560264603177,0.011690147585524177,0.021020782984931152,2.725358431847972,2.7826476
1017,2022-07-01,1017_2022-07-01,0.022772999999999998,0.10152279999999991,4.458033636323713,1.4406356239629745,1.4400841790507481,1.4394886379056768,1.4391028450987402,1.4387674,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4395585540183884,1.4287159436758607,1.4391196276681388,1.4180683305007362,0.0004943887928594345,0.016786091435608948,0.0003609117207493336,0.025913237718081215,0.07471998765441623,1.4406356239629745,1.5482799
1019,2022-07-01,1019_2022-07-01,0.020090817647058862,0.06292950000000008,3.1322518130173,1.3283051870603584,1.3278788379904387,1.3275014683825557,1.327088070514763,1.32655,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3274894589625859,1.2862439461479596,1.327046512965773,1.268241873149553,0.00039552050495757224,0.0639012764415157,0.0004770935895906201,0.06503065780802918,-0.14092159609390476,1.3283051870603584,1.1411183
